gene_id,gene_name,description,ath_gene_id,ath_alias,gene_name_figs
Zm00001d015295,Zm00001d015295,,,,Zm00001d015295
Zm00001d015755,Zm00001d015755,,,,Zm00001d015755
Zm00001d020181,Zm00001d020181,,,,Zm00001d020181
Zm00001d032599,Zm00001d032599,,,,Zm00001d032599
Zm00001d034787,Zm00001d034787,,,,Zm00001d034787
Zm00001d014389,Zm00001d014389,,,,Zm00001d014389
Zm00001d000534,Zm00001d000534,,,,Zm00001d000534
Zm00001d001200,Zm00001d001200,,,,Zm00001d001200
Zm00001d001650,Zm00001d001650,,,,Zm00001d001650
Zm00001d014133,Zm00001d014133,,,,Zm00001d014133
Zm00001d031947,Zm00001d031947,,,,Zm00001d031947
Zm00001d044067,Zm00001d044067,,,,Zm00001d044067
Zm00001d035633,Zm00001d035633,,,,Zm00001d035633
Zm00001d008703,Zm00001d008703,,,,Zm00001d008703
Zm00001d050120,Zm00001d050120,,,,Zm00001d050120
Zm00001d036616,Zm00001d036616,,,,Zm00001d036616
Zm00001d002291,Zm00001d002291,,,,Zm00001d002291
Zm00001d021593,Zm00001d021593,,,,Zm00001d021593
Zm00001d006178,Zm00001d006178,,,,Zm00001d006178
Zm00001d042927,Zm00001d042927,,,,Zm00001d042927
Zm00001d006141,Zm00001d006141,,,,Zm00001d006141
Zm00001d010582,Zm00001d010582,,,,Zm00001d010582
Zm00001d013490,Zm00001d013490,,,,Zm00001d013490
Zm00001d005730,Zm00001d005730,,,,Zm00001d005730
Zm00001d001121,Zm00001d001121,,,,Zm00001d001121
Zm00001d000774,Zm00001d000774,,,,Zm00001d000774
Zm00001d008147,Zm00001d008147,,,,Zm00001d008147
Zm00001d000859,Zm00001d000859,,,,Zm00001d000859
Zm00001d030093,Zm00001d030093,,,,Zm00001d030093
Zm00001d001486,Zm00001d001486,,,,Zm00001d001486
Zm00001d018398,Zm00001d018398,,,,Zm00001d018398
Zm00001d021997,Zm00001d021997,,,,Zm00001d021997
Zm00001d050045,Zm00001d050045,,,,Zm00001d050045
Zm00001d028333,Zm00001d028333,,,,Zm00001d028333
Zm00001d000229,Zm00001d000229,,,,Zm00001d000229
Zm00001d034115,Zm00001d034115,,,,Zm00001d034115
Zm00001d016981,Zm00001d016981,,,,Zm00001d016981
Zm00001d052046,Zm00001d052046,,,,Zm00001d052046
Zm00001d023047,Zm00001d023047,,,,Zm00001d023047
Zm00001d030974,Zm00001d030974,,,,Zm00001d030974
Zm00001d045745,Zm00001d045745,,,,Zm00001d045745
Zm00001d028150,Zm00001d028150,,,,Zm00001d028150
Zm00001d025384,Zm00001d025384,,,,Zm00001d025384
Zm00001d013553,Zm00001d013553,,,,Zm00001d013553
Zm00001d000807,Zm00001d000807,,,,Zm00001d000807
Zm00001d049185,Zm00001d049185,,,,Zm00001d049185
Zm00001d015044,Zm00001d015044,,,,Zm00001d015044
Zm00001d020526,Zm00001d020526,,,,Zm00001d020526
Zm00001d004328,Zm00001d004328,,,,Zm00001d004328
Zm00001d050506,Zm00001d050506,,,,Zm00001d050506
Zm00001d001028,Zm00001d001028,,,,Zm00001d001028
Zm00001d015016,Zm00001d015016,,,,Zm00001d015016
Zm00001d029520,Zm00001d029520,,,,Zm00001d029520
Zm00001d001073,Zm00001d001073,,,,Zm00001d001073
Zm00001d012225,Zm00001d012225,,,,Zm00001d012225
Zm00001d010379,Zm00001d010379,,,,Zm00001d010379
Zm00001d023754,Zm00001d023754,,,,Zm00001d023754
Zm00001d019626,Zm00001d019626,,,,Zm00001d019626
Zm00001d006086,Zm00001d006086,,,,Zm00001d006086
Zm00001d045685,Zm00001d045685,,,,Zm00001d045685
Zm00001d022943,Zm00001d022943,,,,Zm00001d022943
Zm00001d008897,Zm00001d008897,,,,Zm00001d008897
Zm00001d001591,Zm00001d001591,,,,Zm00001d001591
Zm00001d020146,Zm00001d020146,,,,Zm00001d020146
Zm00001d038654,Zm00001d038654,,,,Zm00001d038654
Zm00001d037697,Zm00001d037697,,,,Zm00001d037697
Zm00001d012148,Zm00001d012148,,,,Zm00001d012148
Zm00001d052821,Zm00001d052821,,,,Zm00001d052821
Zm00001d020547,Zm00001d020547,,,,Zm00001d020547
Zm00001d008008,Zm00001d008008,,,,Zm00001d008008
Zm00001d032001,Zm00001d032001,,,,Zm00001d032001
Zm00001d008069,Zm00001d008069,,,,Zm00001d008069
Zm00001d027992,Zm00001d027992,,,,Zm00001d027992
Zm00001d024415,Zm00001d024415,,,,Zm00001d024415
Zm00001d030257,Zm00001d030257,,,,Zm00001d030257
Zm00001d052545,Zm00001d052545,,,,Zm00001d052545
Zm00001d044097,Zm00001d044097,,,,Zm00001d044097
Zm00001d001660,Zm00001d001660,,,,Zm00001d001660
Zm00001d027218,Zm00001d027218,,,,Zm00001d027218
Zm00001d025971,Zm00001d025971,,,,Zm00001d025971
Zm00001d019879,Zm00001d019879,,,,Zm00001d019879
Zm00001d018296,Zm00001d018296,,,,Zm00001d018296
Zm00001d045702,Zm00001d045702,,,,Zm00001d045702
Zm00001d008539,Zm00001d008539,,,,Zm00001d008539
Zm00001d008039,Zm00001d008039,,,,Zm00001d008039
Zm00001d025488,Zm00001d025488,,,,Zm00001d025488
Zm00001d006381,Zm00001d006381,,,,Zm00001d006381
Zm00001d019243,Zm00001d019243,,,,Zm00001d019243
Zm00001d010962,Zm00001d010962,,,,Zm00001d010962
Zm00001d053255,Zm00001d053255,,,,Zm00001d053255
Zm00001d040488,Zm00001d040488,,,,Zm00001d040488
Zm00001d048652,Zm00001d048652,,,,Zm00001d048652
Zm00001d038637,Zm00001d038637,,,,Zm00001d038637
Zm00001d036538,Zm00001d036538,,,,Zm00001d036538
Zm00001d005588,Zm00001d005588,,,,Zm00001d005588
Zm00001d040874,Zm00001d040874,,,,Zm00001d040874
Zm00001d032018,Zm00001d032018,,,,Zm00001d032018
Zm00001d021082,Zm00001d021082,,,,Zm00001d021082
Zm00001d001668,Zm00001d001668,,,,Zm00001d001668
Zm00001d030753,Zm00001d030753,,,,Zm00001d030753
Zm00001d008114,Zm00001d008114,,,,Zm00001d008114
Zm00001d000783,Zm00001d000783,,,,Zm00001d000783
Zm00001d008057,Zm00001d008057,,,,Zm00001d008057
Zm00001d047578,Zm00001d047578,,,,Zm00001d047578
Zm00001d011280,Zm00001d011280,,,,Zm00001d011280
Zm00001d000498,Zm00001d000498,,,,Zm00001d000498
Zm00001d052806,Zm00001d052806,,,,Zm00001d052806
Zm00001d032354,Zm00001d032354,,,,Zm00001d032354
Zm00001d033588,Zm00001d033588,,,,Zm00001d033588
Zm00001d051281,Zm00001d051281,,,,Zm00001d051281
Zm00001d030611,Zm00001d030611,,,,Zm00001d030611
Zm00001d052812,Zm00001d052812,,,,Zm00001d052812
Zm00001d015959,Zm00001d015959,,,,Zm00001d015959
Zm00001d044134,Zm00001d044134,,,,Zm00001d044134
Zm00001d034305,Zm00001d034305,,,,Zm00001d034305
Zm00001d003126,Zm00001d003126,,,,Zm00001d003126
Zm00001d023804,Zm00001d023804,,,,Zm00001d023804
Zm00001d032977,Zm00001d032977,,,,Zm00001d032977
Zm00001d039056,Zm00001d039056,,,,Zm00001d039056
Zm00001d023156,Zm00001d023156,,,,Zm00001d023156
Zm00001d049719,Zm00001d049719,,,,Zm00001d049719
Zm00001d000956,Zm00001d000956,,,,Zm00001d000956
Zm00001d005877,Zm00001d005877,,,,Zm00001d005877
Zm00001d003467,Zm00001d003467,,,,Zm00001d003467
Zm00001d015107,Zm00001d015107,,,,Zm00001d015107
Zm00001d008082,Zm00001d008082,,,,Zm00001d008082
Zm00001d027108,Zm00001d027108,,,,Zm00001d027108
Zm00001d053487,Zm00001d053487,,,,Zm00001d053487
Zm00001d031305,Zm00001d031305,,,,Zm00001d031305
Zm00001d042014,Zm00001d042014,,,,Zm00001d042014
Zm00001d005145,Zm00001d005145,,,,Zm00001d005145
Zm00001d024641,Zm00001d024641,,,,Zm00001d024641
zma-MIR169j,zma-MIR169j,,,,zma-MIR169j
Zm00001d044235,Zm00001d044235,,,,Zm00001d044235
Zm00001d039810,Zm00001d039810,,,,Zm00001d039810
Zm00001d051410,Zm00001d051410,,,,Zm00001d051410
Zm00001d040172,Zm00001d040172,,,,Zm00001d040172
Zm00001d023190,Zm00001d023190,,,,Zm00001d023190
Zm00001d007019,Zm00001d007019,,,,Zm00001d007019
Zm00001d024721,Zm00001d024721,,,,Zm00001d024721
Zm00001d032769,Zm00001d032769,,,,Zm00001d032769
Zm00001d007795,Zm00001d007795,,,,Zm00001d007795
Zm00001d000258,Zm00001d000258,,,,Zm00001d000258
Zm00001d038575,Zm00001d038575,,,,Zm00001d038575
Zm00001d022712,Zm00001d022712,,,,Zm00001d022712
Zm00001d048920,Zm00001d048920,,,,Zm00001d048920
Zm00001d000468,Zm00001d000468,,,,Zm00001d000468
Zm00001d008315,Zm00001d008315,,,,Zm00001d008315
Zm00001d002529,Zm00001d002529,,,,Zm00001d002529
Zm00001d030246,Zm00001d030246,,,,Zm00001d030246
Zm00001d008765,Zm00001d008765,,,,Zm00001d008765
Zm00001d000200,Zm00001d000200,,,,Zm00001d000200
Zm00001d001515,Zm00001d001515,,,,Zm00001d001515
Zm00001d032196,Zm00001d032196,,,,Zm00001d032196
Zm00001d035454,Zm00001d035454,,,,Zm00001d035454
Zm00001d031767,Zm00001d031767,,,,Zm00001d031767
zma-MIR159b,zma-MIR159b,,,,zma-MIR159b
Zm00001d004969,Zm00001d004969,,,,Zm00001d004969
Zm00001d002299,Zm00001d002299,,,,Zm00001d002299
Zm00001d000921,Zm00001d000921,,,,Zm00001d000921
Zm00001d046585,Zm00001d046585,,,,Zm00001d046585
Zm00001d025322,Zm00001d025322,,,,Zm00001d025322
Zm00001d001350,Zm00001d001350,,,,Zm00001d001350
Zm00001d025425,Zm00001d025425,,,,Zm00001d025425
zma-MIR160c,zma-MIR160c,,,,zma-MIR160c
Zm00001d037088,Zm00001d037088,,,,Zm00001d037088
Zm00001d053472,Zm00001d053472,,,,Zm00001d053472
Zm00001d014476,Zm00001d014476,,,,Zm00001d014476
Zm00001d027213,Zm00001d027213,,,,Zm00001d027213
Zm00001d043736,Zm00001d043736,,,,Zm00001d043736
Zm00001d046908,Zm00001d046908,,,,Zm00001d046908
Zm00001d022897,Zm00001d022897,,,,Zm00001d022897
Zm00001d007265,Zm00001d007265,,,,Zm00001d007265
Zm00001d001751,Zm00001d001751,,,,Zm00001d001751
Zm00001d015003,Zm00001d015003,,,,Zm00001d015003
Zm00001d027188,Zm00001d027188,,,,Zm00001d027188
Zm00001d021738,Zm00001d021738,,,,Zm00001d021738
Zm00001d000036,Zm00001d000036,,,,Zm00001d000036
Zm00001d003211,Zm00001d003211,,,,Zm00001d003211
Zm00001d036153,Zm00001d036153,,,,Zm00001d036153
Zm00001d001538,Zm00001d001538,,,,Zm00001d001538
Zm00001d013800,Zm00001d013800,,,,Zm00001d013800
Zm00001d015773,Zm00001d015773,,,,Zm00001d015773
Zm00001d045545,Zm00001d045545,,,,Zm00001d045545
Zm00001d031282,Zm00001d031282,,,,Zm00001d031282
Zm00001d001125,Zm00001d001125,,,,Zm00001d001125
Zm00001d011530,Zm00001d011530,,,,Zm00001d011530
Zm00001d024001,Zm00001d024001,,,,Zm00001d024001
Zm00001d010695,Zm00001d010695,,,,Zm00001d010695
Zm00001d024329,Zm00001d024329,,,,Zm00001d024329
Zm00001d026764,Zm00001d026764,,,,Zm00001d026764
Zm00001d046003,Zm00001d046003,,,,Zm00001d046003
Zm00001d009443,Zm00001d009443,,,,Zm00001d009443
Zm00001d006241,Zm00001d006241,,,,Zm00001d006241
GRMZM5G822734,GRMZM5G822734,,,,GRMZM5G822734
GRMZM5G898466,GRMZM5G898466,,,,GRMZM5G898466
Zm00001d005444,Zm00001d005444,,,,Zm00001d005444
Zm00001d040523,Zm00001d040523,,,,Zm00001d040523
Zm00001d047100,Zm00001d047100,,,,Zm00001d047100
Zm00001d028525,Zm00001d028525,,,,Zm00001d028525
Zm00001d022553,Zm00001d022553,,,,Zm00001d022553
Zm00001d007461,Zm00001d007461,,,,Zm00001d007461
Zm00001d052846,Zm00001d052846,,,,Zm00001d052846
Zm00001d050129,Zm00001d050129,,,,Zm00001d050129
Zm00001d000473,Zm00001d000473,,,,Zm00001d000473
Zm00001d034780,Zm00001d034780,,,,Zm00001d034780
Zm00001d007035,Zm00001d007035,,,,Zm00001d007035
Zm00001d010651,Zm00001d010651,,,,Zm00001d010651
Zm00001d004337,Zm00001d004337,,,,Zm00001d004337
Zm00001d054101,Zm00001d054101,,,,Zm00001d054101
Zm00001d004374,Zm00001d004374,,,,Zm00001d004374
Zm00001d028527,Zm00001d028527,,,,Zm00001d028527
Zm00001d029722,Zm00001d029722,,,,Zm00001d029722
Zm00001d035995,Zm00001d035995,,,,Zm00001d035995
Zm00001d008068,Zm00001d008068,,,,Zm00001d008068
Zm00001d011482,Zm00001d011482,,,,Zm00001d011482
Zm00001d001459,Zm00001d001459,,,,Zm00001d001459
Zm00001d001407,Zm00001d001407,,,,Zm00001d001407
Zm00001d026926,Zm00001d026926,,,,Zm00001d026926
Zm00001d006265,Zm00001d006265,,,,Zm00001d006265
Zm00001d014066,Zm00001d014066,,,,Zm00001d014066
Zm00001d053499,Zm00001d053499,,,,Zm00001d053499
Zm00001d000819,Zm00001d000819,,,,Zm00001d000819
Zm00001d040420,Zm00001d040420,,,,Zm00001d040420
Zm00001d007275,Zm00001d007275,,,,Zm00001d007275
Zm00001d053394,Zm00001d053394,,,,Zm00001d053394
Zm00001d003386,Zm00001d003386,,,,Zm00001d003386
Zm00001d052881,Zm00001d052881,,,,Zm00001d052881
Zm00001d025456,Zm00001d025456,,,,Zm00001d025456
Zm00001d005901,Zm00001d005901,,,,Zm00001d005901
Zm00001d015171,Zm00001d015171,,,,Zm00001d015171
Zm00001d038364,Zm00001d038364,,,,Zm00001d038364
Zm00001d045807,Zm00001d045807,,,,Zm00001d045807
Zm00001d045715,Zm00001d045715,,,,Zm00001d045715
Zm00001d042875,Zm00001d042875,,,,Zm00001d042875
Zm00001d026885,Zm00001d026885,,,,Zm00001d026885
Zm00001d024892,Zm00001d024892,,,,Zm00001d024892
Zm00001d026741,Zm00001d026741,,,,Zm00001d026741
Zm00001d046511,Zm00001d046511,,,,Zm00001d046511
Zm00001d047997,Zm00001d047997,,,,Zm00001d047997
Zm00001d022733,Zm00001d022733,,,,Zm00001d022733
Zm00001d039351,Zm00001d039351,,,,Zm00001d039351
Zm00001d000975,Zm00001d000975,,,,Zm00001d000975
Zm00001d000502,Zm00001d000502,,,,Zm00001d000502
Zm00001d029593,Zm00001d029593,,,,Zm00001d029593
Zm00001d047394,Zm00001d047394,,,,Zm00001d047394
Zm00001d007203,Zm00001d007203,,,,Zm00001d007203
Zm00001d017161,Zm00001d017161,,,,Zm00001d017161
Zm00001d023052,Zm00001d023052,,,,Zm00001d023052
Zm00001d000941,Zm00001d000941,,,,Zm00001d000941
Zm00001d009794,Zm00001d009794,,,,Zm00001d009794
Zm00001d021179,Zm00001d021179,,,,Zm00001d021179
Zm00001d030457,Zm00001d030457,,,,Zm00001d030457
Zm00001d005379,Zm00001d005379,,,,Zm00001d005379
Zm00001d020251,Zm00001d020251,,,,Zm00001d020251
Zm00001d023071,Zm00001d023071,,,,Zm00001d023071
Zm00001d001155,Zm00001d001155,,,,Zm00001d001155
Zm00001d000211,Zm00001d000211,,,,Zm00001d000211
Zm00001d047605,Zm00001d047605,,,,Zm00001d047605
Zm00001d049284,Zm00001d049284,,,,Zm00001d049284
Zm00001d025832,Zm00001d025832,,,,Zm00001d025832
Zm00001d016444,Zm00001d016444,,,,Zm00001d016444
Zm00001d001867,Zm00001d001867,,,,Zm00001d001867
Zm00001d020519,Zm00001d020519,,,,Zm00001d020519
Zm00001d005992,Zm00001d005992,,,,Zm00001d005992
Zm00001d048525,Zm00001d048525,,,,Zm00001d048525
Zm00001d009958,Zm00001d009958,,,,Zm00001d009958
Zm00001d025436,Zm00001d025436,,,,Zm00001d025436
Zm00001d043440,Zm00001d043440,,,,Zm00001d043440
Zm00001d047016,Zm00001d047016,,,,Zm00001d047016
Zm00001d031664,Zm00001d031664,,,,Zm00001d031664
Zm00001d038415,Zm00001d038415,,,,Zm00001d038415
Zm00001d024374,Zm00001d024374,,,,Zm00001d024374
Zm00001d035363,Zm00001d035363,,,,Zm00001d035363
Zm00001d022854,Zm00001d022854,,,,Zm00001d022854
Zm00001d009139,Zm00001d009139,,,,Zm00001d009139
Zm00001d022033,Zm00001d022033,,,,Zm00001d022033
Zm00001d023158,Zm00001d023158,,,,Zm00001d023158
Zm00001d008154,Zm00001d008154,,,,Zm00001d008154
Zm00001d053489,Zm00001d053489,,,,Zm00001d053489
Zm00001d046562,Zm00001d046562,,,,Zm00001d046562
Zm00001d032908,Zm00001d032908,,,,Zm00001d032908
Zm00001d000915,Zm00001d000915,,,,Zm00001d000915
Zm00001d002584,Zm00001d002584,,,,Zm00001d002584
Zm00001d031920,Zm00001d031920,,,,Zm00001d031920
Zm00001d043828,Zm00001d043828,,,,Zm00001d043828
Zm00001d011215,Zm00001d011215,,,,Zm00001d011215
Zm00001d053419,Zm00001d053419,,,,Zm00001d053419
Zm00001d000604,Zm00001d000604,,,,Zm00001d000604
Zm00001d006826,Zm00001d006826,,,,Zm00001d006826
Zm00001d028467,Zm00001d028467,,,,Zm00001d028467
Zm00001d031469,Zm00001d031469,,,,Zm00001d031469
Zm00001d011609,Zm00001d011609,,,,Zm00001d011609
Zm00001d001285,Zm00001d001285,,,,Zm00001d001285
Zm00001d025829,Zm00001d025829,,,,Zm00001d025829
Zm00001d001506,Zm00001d001506,,,,Zm00001d001506
Zm00001d012778,Zm00001d012778,,,,Zm00001d012778
Zm00001d042722,Zm00001d042722,,,,Zm00001d042722
Zm00001d008926,Zm00001d008926,,,,Zm00001d008926
Zm00001d053506,Zm00001d053506,,,,Zm00001d053506
Zm00001d023066,Zm00001d023066,,,,Zm00001d023066
Zm00001d026082,Zm00001d026082,,,,Zm00001d026082
Zm00001d001581,Zm00001d001581,,,,Zm00001d001581
Zm00001d017054,Zm00001d017054,,,,Zm00001d017054
Zm00001d038138,Zm00001d038138,,,,Zm00001d038138
Zm00001d036990,Zm00001d036990,,,,Zm00001d036990
Zm00001d046559,Zm00001d046559,,,,Zm00001d046559
Zm00001d013165,Zm00001d013165,,,,Zm00001d013165
Zm00001d000971,Zm00001d000971,,,,Zm00001d000971
Zm00001d015097,Zm00001d015097,,,,Zm00001d015097
Zm00001d047285,Zm00001d047285,,,,Zm00001d047285
Zm00001d026583,Zm00001d026583,,,,Zm00001d026583
Zm00001d049818,Zm00001d049818,,,,Zm00001d049818
Zm00001d001226,Zm00001d001226,,,,Zm00001d001226
Zm00001d001414,Zm00001d001414,,,,Zm00001d001414
Zm00001d032494,Zm00001d032494,,,,Zm00001d032494
Zm00001d015257,Zm00001d015257,,,,Zm00001d015257
Zm00001d024671,Zm00001d024671,,,,Zm00001d024671
Zm00001d027634,Zm00001d027634,,,,Zm00001d027634
Zm00001d031037,Zm00001d031037,,,,Zm00001d031037
Zm00001d027185,Zm00001d027185,,,,Zm00001d027185
Zm00001d008033,Zm00001d008033,,,,Zm00001d008033
Zm00001d012860,Zm00001d012860,,,,Zm00001d012860
Zm00001d015017,Zm00001d015017,,,,Zm00001d015017
Zm00001d001655,Zm00001d001655,,,,Zm00001d001655
Zm00001d028033,Zm00001d028033,,,,Zm00001d028033
Zm00001d000993,Zm00001d000993,,,,Zm00001d000993
Zm00001d023107,Zm00001d023107,,,,Zm00001d023107
Zm00001d035123,Zm00001d035123,,,,Zm00001d035123
Zm00001d022822,Zm00001d022822,,,,Zm00001d022822
Zm00001d051597,Zm00001d051597,,,,Zm00001d051597
Zm00001d002583,Zm00001d002583,,,,Zm00001d002583
Zm00001d050424,Zm00001d050424,,,,Zm00001d050424
Zm00001d040939,Zm00001d040939,,,,Zm00001d040939
Zm00001d024882,Zm00001d024882,,,,Zm00001d024882
Zm00001d000760,Zm00001d000760,,,,Zm00001d000760
Zm00001d010338,Zm00001d010338,,,,Zm00001d010338
Zm00001d006967,Zm00001d006967,,,,Zm00001d006967
Zm00001d040709,Zm00001d040709,,,,Zm00001d040709
Zm00001d026338,Zm00001d026338,,,,Zm00001d026338
Zm00001d023101,Zm00001d023101,,,,Zm00001d023101
Zm00001d000477,Zm00001d000477,,,,Zm00001d000477
Zm00001d041563,Zm00001d041563,,,,Zm00001d041563
Zm00001d033035,Zm00001d033035,,,,Zm00001d033035
Zm00001d050636,Zm00001d050636,,,,Zm00001d050636
Zm00001d001176,Zm00001d001176,,,,Zm00001d001176
Zm00001d034985,Zm00001d034985,,,,Zm00001d034985
Zm00001d001611,Zm00001d001611,,,,Zm00001d001611
Zm00001d040771,Zm00001d040771,,,,Zm00001d040771
Zm00001d014018,Zm00001d014018,,,,Zm00001d014018
Zm00001d021030,Zm00001d021030,,,,Zm00001d021030
Zm00001d029755,Zm00001d029755,,,,Zm00001d029755
Zm00001d050122,Zm00001d050122,,,,Zm00001d050122
Zm00001d015192,Zm00001d015192,,,,Zm00001d015192
Zm00001d001148,Zm00001d001148,,,,Zm00001d001148
Zm00001d046754,Zm00001d046754,,,,Zm00001d046754
Zm00001d001401,Zm00001d001401,,,,Zm00001d001401
Zm00001d000984,Zm00001d000984,,,,Zm00001d000984
Zm00001d017970,Zm00001d017970,,,,Zm00001d017970
Zm00001d026919,Zm00001d026919,,,,Zm00001d026919
Zm00001d026784,Zm00001d026784,,,,Zm00001d026784
Zm00001d006632,Zm00001d006632,,,,Zm00001d006632
Zm00001d001000,Zm00001d001000,,,,Zm00001d001000
Zm00001d000271,Zm00001d000271,,,,Zm00001d000271
Zm00001d029063,Zm00001d029063,,,,Zm00001d029063
Zm00001d000889,Zm00001d000889,,,,Zm00001d000889
Zm00001d000609,Zm00001d000609,,,,Zm00001d000609
Zm00001d019942,Zm00001d019942,,,,Zm00001d019942
Zm00001d001839,Zm00001d001839,,,,Zm00001d001839
Zm00001d000823,Zm00001d000823,,,,Zm00001d000823
Zm00001d004619,Zm00001d004619,,,,Zm00001d004619
Zm00001d026934,Zm00001d026934,,,,Zm00001d026934
Zm00001d014350,Zm00001d014350,,,,Zm00001d014350
Zm00001d001704,Zm00001d001704,,,,Zm00001d001704
Zm00001d003739,Zm00001d003739,,,,Zm00001d003739
Zm00001d028891,Zm00001d028891,,,,Zm00001d028891
Zm00001d036199,Zm00001d036199,,,,Zm00001d036199
Zm00001d040761,Zm00001d040761,,,,Zm00001d040761
Zm00001d001079,Zm00001d001079,,,,Zm00001d001079
Zm00001d016785,Zm00001d016785,,,,Zm00001d016785
Zm00001d007976,Zm00001d007976,,,,Zm00001d007976
Zm00001d031075,Zm00001d031075,,,,Zm00001d031075
Zm00001d008713,Zm00001d008713,,,,Zm00001d008713
Zm00001d001351,Zm00001d001351,,,,Zm00001d001351
Zm00001d040745,Zm00001d040745,,,,Zm00001d040745
Zm00001d047510,Zm00001d047510,,,,Zm00001d047510
Zm00001d017024,Zm00001d017024,,,,Zm00001d017024
Zm00001d044894,Zm00001d044894,,,,Zm00001d044894
Zm00001d021250,Zm00001d021250,,,,Zm00001d021250
Zm00001d040895,Zm00001d040895,,,,Zm00001d040895
Zm00001d015684,Zm00001d015684,,,,Zm00001d015684
Zm00001d034537,Zm00001d034537,,,,Zm00001d034537
Zm00001d000782,Zm00001d000782,,,,Zm00001d000782
Zm00001d036156,Zm00001d036156,,,,Zm00001d036156
Zm00001d020443,Zm00001d020443,,,,Zm00001d020443
Zm00001d043340,Zm00001d043340,,,,Zm00001d043340
Zm00001d000615,Zm00001d000615,,,,Zm00001d000615
Zm00001d007540,Zm00001d007540,,,,Zm00001d007540
Zm00001d028047,Zm00001d028047,,,,Zm00001d028047
Zm00001d001008,Zm00001d001008,,,,Zm00001d001008
Zm00001d044205,Zm00001d044205,,,,Zm00001d044205
Zm00001d008711,Zm00001d008711,,,,Zm00001d008711
Zm00001d047546,Zm00001d047546,,,,Zm00001d047546
Zm00001d027705,Zm00001d027705,,,,Zm00001d027705
Zm00001d036944,Zm00001d036944,,,,Zm00001d036944
Zm00001d044316,Zm00001d044316,,,,Zm00001d044316
Zm00001d026408,Zm00001d026408,,,,Zm00001d026408
Zm00001d028592,Zm00001d028592,,,,Zm00001d028592
Zm00001d046432,Zm00001d046432,,,,Zm00001d046432
Zm00001d028632,Zm00001d028632,,,,Zm00001d028632
Zm00001d047171,Zm00001d047171,,,,Zm00001d047171
Zm00001d027113,Zm00001d027113,,,,Zm00001d027113
Zm00001d019122,Zm00001d019122,,,,Zm00001d019122
Zm00001d004131,Zm00001d004131,,,,Zm00001d004131
Zm00001d018407,Zm00001d018407,,,,Zm00001d018407
Zm00001d046439,Zm00001d046439,,,,Zm00001d046439
Zm00001d000665,Zm00001d000665,,,,Zm00001d000665
Zm00001d024914,Zm00001d024914,,,,Zm00001d024914
Zm00001d007989,Zm00001d007989,,,,Zm00001d007989
Zm00001d023143,Zm00001d023143,,,,Zm00001d023143
Zm00001d000740,Zm00001d000740,,,,Zm00001d000740
Zm00001d001149,Zm00001d001149,,,,Zm00001d001149
Zm00001d038669,Zm00001d038669,,,,Zm00001d038669
Zm00001d015769,Zm00001d015769,,,,Zm00001d015769
Zm00001d001474,Zm00001d001474,,,,Zm00001d001474
Zm00001d053509,Zm00001d053509,,,,Zm00001d053509
Zm00001d001514,Zm00001d001514,,,,Zm00001d001514
Zm00001d047070,Zm00001d047070,,,,Zm00001d047070
Zm00001d032039,Zm00001d032039,,,,Zm00001d032039
Zm00001d048686,Zm00001d048686,,,,Zm00001d048686
Zm00001d016210,Zm00001d016210,,,,Zm00001d016210
Zm00001d029431,Zm00001d029431,,,,Zm00001d029431
Zm00001d022694,Zm00001d022694,,,,Zm00001d022694
Zm00001d026988,Zm00001d026988,,,,Zm00001d026988
Zm00001d030742,Zm00001d030742,,,,Zm00001d030742
Zm00001d031890,Zm00001d031890,,,,Zm00001d031890
Zm00001d051694,Zm00001d051694,,,,Zm00001d051694
Zm00001d015244,Zm00001d015244,,,,Zm00001d015244
Zm00001d039569,Zm00001d039569,,,,Zm00001d039569
Zm00001d026413,Zm00001d026413,,,,Zm00001d026413
Zm00001d002324,Zm00001d002324,,,,Zm00001d002324
Zm00001d001384,Zm00001d001384,,,,Zm00001d001384
Zm00001d048733,Zm00001d048733,,,,Zm00001d048733
Zm00001d015442,Zm00001d015442,,,,Zm00001d015442
Zm00001d001633,Zm00001d001633,,,,Zm00001d001633
Zm00001d035864,Zm00001d035864,,,,Zm00001d035864
Zm00001d029109,Zm00001d029109,,,,Zm00001d029109
Zm00001d023609,Zm00001d023609,,,,Zm00001d023609
Zm00001d014365,Zm00001d014365,,,,Zm00001d014365
Zm00001d026901,Zm00001d026901,,,,Zm00001d026901
Zm00001d036422,Zm00001d036422,,,,Zm00001d036422
Zm00001d039378,Zm00001d039378,,,,Zm00001d039378
Zm00001d047795,Zm00001d047795,,,,Zm00001d047795
Zm00001d032623,Zm00001d032623,,,,Zm00001d032623
Zm00001d039230,Zm00001d039230,,,,Zm00001d039230
Zm00001d022686,Zm00001d022686,,,,Zm00001d022686
Zm00001d013454,Zm00001d013454,,,,Zm00001d013454
Zm00001d002236,Zm00001d002236,,,,Zm00001d002236
Zm00001d009144,Zm00001d009144,,,,Zm00001d009144
Zm00001d011262,Zm00001d011262,,,,Zm00001d011262
Zm00001d012179,Zm00001d012179,,,,Zm00001d012179
Zm00001d037393,Zm00001d037393,,,,Zm00001d037393
Zm00001d001428,Zm00001d001428,,,,Zm00001d001428
Zm00001d006961,Zm00001d006961,,,,Zm00001d006961
Zm00001d010022,Zm00001d010022,,,,Zm00001d010022
